checked_items,tone,difficulty
아동_의사소통_문장으로 대답해요|일정_장소_병원방문|일정_환경_대기시간있음,strict,medium
아동_의사소통_문장으로 대답해요|일정_장소_병원방문|아동_일정변화_기다리기,strict,medium
아동_의사소통_문장으로 대답해요|일정_장소_병원방문|아동_환경_사람 많은 곳,strict,medium
아동_의사소통_문장으로 대답해요|일정_장소_병원방문|일정_이동_버스이용,strict,medium
아동_의사소통_문장으로 대답해요|일정_장소_병원방문|일정_활동_진료있음,strict,medium
아동_의사소통_문장으로 대답해요|일정_환경_대기시간있음|아동_일정변화_기다리기,strict,medium
아동_의사소통_문장으로 대답해요|일정_환경_대기시간있음|아동_환경_사람 많은 곳,strict,medium
아동_의사소통_문장으로 대답해요|일정_환경_대기시간있음|일정_이동_버스이용,strict,medium
아동_의사소통_문장으로 대답해요|일정_환경_대기시간있음|일정_활동_진료있음,strict,medium
아동_의사소통_문장으로 대답해요|아동_일정변화_기다리기|아동_환경_사람 많은 곳,strict,medium
아동_의사소통_문장으로 대답해요|아동_일정변화_기다리기|일정_이동_버스이용,strict,medium
아동_의사소통_문장으로 대답해요|아동_일정변화_기다리기|일정_활동_진료있음,strict,medium
아동_의사소통_문장으로 대답해요|아동_환경_사람 많은 곳|일정_이동_버스이용,strict,medium
아동_의사소통_문장으로 대답해요|아동_환경_사람 많은 곳|일정_활동_진료있음,strict,medium
아동_의사소통_문장으로 대답해요|일정_이동_버스이용|일정_활동_진료있음,strict,medium
일정_변수_완료후보상있음|아동_장소_병원|일정_장소_병원방문,strict,medium
일정_변수_완료후보상있음|아동_장소_병원|일정_환경_대기시간있음,strict,medium
일정_변수_완료후보상있음|아동_장소_병원|아동_일정변화_기다리기,strict,medium
일정_변수_완료후보상있음|아동_장소_병원|아동_환경_사람 많은 곳,strict,medium
일정_변수_완료후보상있음|아동_장소_병원|일정_이동_버스이용,strict,medium
일정_변수_완료후보상있음|아동_장소_병원|일정_활동_진료있음,strict,medium
일정_변수_완료후보상있음|일정_장소_병원방문|일정_환경_대기시간있음,strict,medium
일정_변수_완료후보상있음|일정_장소_병원방문|아동_일정변화_기다리기,strict,medium
일정_변수_완료후보상있음|일정_장소_병원방문|아동_환경_사람 많은 곳,strict,medium
일정_변수_완료후보상있음|일정_장소_병원방문|일정_이동_버스이용,strict,medium
일정_변수_완료후보상있음|일정_장소_병원방문|일정_활동_진료있음,strict,medium
일정_변수_완료후보상있음|일정_환경_대기시간있음|아동_일정변화_기다리기,strict,medium
일정_변수_완료후보상있음|일정_환경_대기시간있음|아동_환경_사람 많은 곳,strict,medium
일정_변수_완료후보상있음|일정_환경_대기시간있음|일정_이동_버스이용,strict,medium
일정_변수_완료후보상있음|일정_환경_대기시간있음|일정_활동_진료있음,strict,medium
일정_변수_완료후보상있음|아동_일정변화_기다리기|아동_환경_사람 많은 곳,strict,medium
일정_변수_완료후보상있음|아동_일정변화_기다리기|일정_이동_버스이용,strict,medium
일정_변수_완료후보상있음|아동_일정변화_기다리기|일정_활동_진료있음,strict,medium
일정_변수_완료후보상있음|아동_환경_사람 많은 곳|일정_이동_버스이용,strict,medium
일정_변수_완료후보상있음|아동_환경_사람 많은 곳|일정_활동_진료있음,strict,medium
일정_변수_완료후보상있음|일정_이동_버스이용|일정_활동_진료있음,strict,medium
아동_미리알림_30분 전|아동_장소_병원|일정_장소_병원방문,strict,medium
아동_미리알림_30분 전|아동_장소_병원|일정_환경_대기시간있음,strict,medium
아동_미리알림_30분 전|아동_장소_병원|아동_일정변화_기다리기,strict,medium
아동_미리알림_30분 전|아동_장소_병원|아동_환경_사람 많은 곳,strict,medium
아동_미리알림_30분 전|아동_장소_병원|일정_이동_버스이용,strict,medium
아동_미리알림_30분 전|아동_장소_병원|일정_활동_진료있음,strict,medium
아동_미리알림_30분 전|일정_장소_병원방문|일정_환경_대기시간있음,strict,medium
아동_미리알림_30분 전|일정_장소_병원방문|아동_일정변화_기다리기,strict,medium
아동_미리알림_30분 전|일정_장소_병원방문|아동_환경_사람 많은 곳,strict,medium
아동_미리알림_30분 전|일정_장소_병원방문|일정_이동_버스이용,strict,medium
아동_미리알림_30분 전|일정_장소_병원방문|일정_활동_진료있음,strict,medium
아동_미리알림_30분 전|일정_환경_대기시간있음|아동_일정변화_기다리기,strict,medium
아동_미리알림_30분 전|일정_환경_대기시간있음|아동_환경_사람 많은 곳,strict,medium
아동_미리알림_30분 전|일정_환경_대기시간있음|일정_이동_버스이용,strict,medium
아동_미리알림_30분 전|일정_환경_대기시간있음|일정_활동_진료있음,strict,medium
아동_미리알림_30분 전|아동_일정변화_기다리기|아동_환경_사람 많은 곳,strict,medium
아동_미리알림_30분 전|아동_일정변화_기다리기|일정_이동_버스이용,strict,medium
아동_미리알림_30분 전|아동_일정변화_기다리기|일정_활동_진료있음,strict,medium
아동_미리알림_30분 전|아동_환경_사람 많은 곳|일정_이동_버스이용,strict,medium
아동_미리알림_30분 전|아동_환경_사람 많은 곳|일정_활동_진료있음,strict,medium
아동_미리알림_30분 전|일정_이동_버스이용|일정_활동_진료있음,strict,medium
아동_장소_병원|아동_환경_큰 소리|아동_환경_밝은 빛,strict,high
아동_장소_병원|아동_환경_큰 소리|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
아동_장소_병원|아동_환경_큰 소리|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
아동_장소_병원|아동_환경_큰 소리|일정_변수_보호자와분리상황있음,strict,high
아동_장소_병원|아동_환경_큰 소리|일정_변수_일정변경가능성,strict,high
아동_장소_병원|아동_환경_큰 소리|일정_활동_주사또는치료있음,strict,high
아동_장소_병원|아동_환경_큰 소리|일정_환경_사람많음,strict,high
아동_장소_병원|아동_환경_밝은 빛|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
아동_장소_병원|아동_환경_밝은 빛|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
아동_장소_병원|아동_환경_밝은 빛|일정_변수_보호자와분리상황있음,strict,high
아동_장소_병원|아동_환경_밝은 빛|일정_변수_일정변경가능성,strict,high
아동_장소_병원|아동_환경_밝은 빛|일정_활동_주사또는치료있음,strict,high
아동_장소_병원|아동_환경_밝은 빛|일정_환경_사람많음,strict,high
아동_장소_병원|아동_의사소통_불편함을 말로 표현하기 어려워요|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
아동_장소_병원|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_보호자와분리상황있음,strict,high
아동_장소_병원|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_일정변경가능성,strict,high
아동_장소_병원|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_활동_주사또는치료있음,strict,high
아동_장소_병원|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_환경_사람많음,strict,high
아동_장소_병원|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_보호자와분리상황있음,strict,high
아동_장소_병원|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_일정변경가능성,strict,high
아동_장소_병원|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_활동_주사또는치료있음,strict,high
아동_장소_병원|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_환경_사람많음,strict,high
아동_장소_병원|일정_변수_보호자와분리상황있음|일정_변수_일정변경가능성,strict,high
아동_장소_병원|일정_변수_보호자와분리상황있음|일정_활동_주사또는치료있음,strict,high
아동_장소_병원|일정_변수_보호자와분리상황있음|일정_환경_사람많음,strict,high
아동_장소_병원|일정_변수_일정변경가능성|일정_활동_주사또는치료있음,strict,high
아동_장소_병원|일정_변수_일정변경가능성|일정_환경_사람많음,strict,high
아동_장소_병원|일정_활동_주사또는치료있음|일정_환경_사람많음,strict,high
일정_장소_병원방문|아동_환경_큰 소리|아동_환경_밝은 빛,strict,high
일정_장소_병원방문|아동_환경_큰 소리|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
일정_장소_병원방문|아동_환경_큰 소리|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_장소_병원방문|아동_환경_큰 소리|일정_변수_보호자와분리상황있음,strict,high
일정_장소_병원방문|아동_환경_큰 소리|일정_변수_일정변경가능성,strict,high
일정_장소_병원방문|아동_환경_큰 소리|일정_활동_주사또는치료있음,strict,high
일정_장소_병원방문|아동_환경_큰 소리|일정_환경_사람많음,strict,high
일정_장소_병원방문|아동_환경_밝은 빛|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
일정_장소_병원방문|아동_환경_밝은 빛|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_장소_병원방문|아동_환경_밝은 빛|일정_변수_보호자와분리상황있음,strict,high
일정_장소_병원방문|아동_환경_밝은 빛|일정_변수_일정변경가능성,strict,high
일정_장소_병원방문|아동_환경_밝은 빛|일정_활동_주사또는치료있음,strict,high
일정_장소_병원방문|아동_환경_밝은 빛|일정_환경_사람많음,strict,high
일정_장소_병원방문|아동_의사소통_불편함을 말로 표현하기 어려워요|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_장소_병원방문|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_보호자와분리상황있음,strict,high
일정_장소_병원방문|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_일정변경가능성,strict,high
일정_장소_병원방문|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_활동_주사또는치료있음,strict,high
일정_장소_병원방문|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_환경_사람많음,strict,high
일정_장소_병원방문|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_보호자와분리상황있음,strict,high
일정_장소_병원방문|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_일정변경가능성,strict,high
일정_장소_병원방문|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_활동_주사또는치료있음,strict,high
일정_장소_병원방문|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_환경_사람많음,strict,high
일정_장소_병원방문|일정_변수_보호자와분리상황있음|일정_변수_일정변경가능성,strict,high
일정_장소_병원방문|일정_변수_보호자와분리상황있음|일정_활동_주사또는치료있음,strict,high
일정_장소_병원방문|일정_변수_보호자와분리상황있음|일정_환경_사람많음,strict,high
일정_장소_병원방문|일정_변수_일정변경가능성|일정_활동_주사또는치료있음,strict,high
일정_장소_병원방문|일정_변수_일정변경가능성|일정_환경_사람많음,strict,high
일정_장소_병원방문|일정_활동_주사또는치료있음|일정_환경_사람많음,strict,high
일정_환경_대기시간있음|아동_환경_큰 소리|아동_환경_밝은 빛,strict,high
일정_환경_대기시간있음|아동_환경_큰 소리|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
일정_환경_대기시간있음|아동_환경_큰 소리|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_환경_대기시간있음|아동_환경_큰 소리|일정_변수_보호자와분리상황있음,strict,high
일정_환경_대기시간있음|아동_환경_큰 소리|일정_변수_일정변경가능성,strict,high
일정_환경_대기시간있음|아동_환경_큰 소리|일정_활동_주사또는치료있음,strict,high
일정_환경_대기시간있음|아동_환경_큰 소리|일정_환경_사람많음,strict,high
일정_환경_대기시간있음|아동_환경_밝은 빛|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
일정_환경_대기시간있음|아동_환경_밝은 빛|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_환경_대기시간있음|아동_환경_밝은 빛|일정_변수_보호자와분리상황있음,strict,high
일정_환경_대기시간있음|아동_환경_밝은 빛|일정_변수_일정변경가능성,strict,high
일정_환경_대기시간있음|아동_환경_밝은 빛|일정_활동_주사또는치료있음,strict,high
일정_환경_대기시간있음|아동_환경_밝은 빛|일정_환경_사람많음,strict,high
일정_환경_대기시간있음|아동_의사소통_불편함을 말로 표현하기 어려워요|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_환경_대기시간있음|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_보호자와분리상황있음,strict,high
일정_환경_대기시간있음|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_일정변경가능성,strict,high
일정_환경_대기시간있음|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_활동_주사또는치료있음,strict,high
일정_환경_대기시간있음|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_환경_사람많음,strict,high
일정_환경_대기시간있음|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_보호자와분리상황있음,strict,high
일정_환경_대기시간있음|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_일정변경가능성,strict,high
일정_환경_대기시간있음|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_활동_주사또는치료있음,strict,high
일정_환경_대기시간있음|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_환경_사람많음,strict,high
일정_환경_대기시간있음|일정_변수_보호자와분리상황있음|일정_변수_일정변경가능성,strict,high
일정_환경_대기시간있음|일정_변수_보호자와분리상황있음|일정_활동_주사또는치료있음,strict,high
일정_환경_대기시간있음|일정_변수_보호자와분리상황있음|일정_환경_사람많음,strict,high
일정_환경_대기시간있음|일정_변수_일정변경가능성|일정_활동_주사또는치료있음,strict,high
일정_환경_대기시간있음|일정_변수_일정변경가능성|일정_환경_사람많음,strict,high
일정_환경_대기시간있음|일정_활동_주사또는치료있음|일정_환경_사람많음,strict,high
아동_일정변화_기다리기|아동_환경_큰 소리|아동_환경_밝은 빛,strict,high
아동_일정변화_기다리기|아동_환경_큰 소리|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
아동_일정변화_기다리기|아동_환경_큰 소리|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
아동_일정변화_기다리기|아동_환경_큰 소리|일정_변수_보호자와분리상황있음,strict,high
아동_일정변화_기다리기|아동_환경_큰 소리|일정_변수_일정변경가능성,strict,high
아동_일정변화_기다리기|아동_환경_큰 소리|일정_활동_주사또는치료있음,strict,high
아동_일정변화_기다리기|아동_환경_큰 소리|일정_환경_사람많음,strict,high
아동_일정변화_기다리기|아동_환경_밝은 빛|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
아동_일정변화_기다리기|아동_환경_밝은 빛|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
아동_일정변화_기다리기|아동_환경_밝은 빛|일정_변수_보호자와분리상황있음,strict,high
아동_일정변화_기다리기|아동_환경_밝은 빛|일정_변수_일정변경가능성,strict,high
아동_일정변화_기다리기|아동_환경_밝은 빛|일정_활동_주사또는치료있음,strict,high
아동_일정변화_기다리기|아동_환경_밝은 빛|일정_환경_사람많음,strict,high
아동_일정변화_기다리기|아동_의사소통_불편함을 말로 표현하기 어려워요|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
아동_일정변화_기다리기|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_보호자와분리상황있음,strict,high
아동_일정변화_기다리기|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_일정변경가능성,strict,high
아동_일정변화_기다리기|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_활동_주사또는치료있음,strict,high
아동_일정변화_기다리기|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_환경_사람많음,strict,high
아동_일정변화_기다리기|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_보호자와분리상황있음,strict,high
아동_일정변화_기다리기|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_일정변경가능성,strict,high
아동_일정변화_기다리기|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_활동_주사또는치료있음,strict,high
아동_일정변화_기다리기|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_환경_사람많음,strict,high
아동_일정변화_기다리기|일정_변수_보호자와분리상황있음|일정_변수_일정변경가능성,strict,high
아동_일정변화_기다리기|일정_변수_보호자와분리상황있음|일정_활동_주사또는치료있음,strict,high
아동_일정변화_기다리기|일정_변수_보호자와분리상황있음|일정_환경_사람많음,strict,high
아동_일정변화_기다리기|일정_변수_일정변경가능성|일정_활동_주사또는치료있음,strict,high
아동_일정변화_기다리기|일정_변수_일정변경가능성|일정_환경_사람많음,strict,high
아동_일정변화_기다리기|일정_활동_주사또는치료있음|일정_환경_사람많음,strict,high
아동_환경_사람 많은 곳|아동_환경_큰 소리|아동_환경_밝은 빛,strict,high
아동_환경_사람 많은 곳|아동_환경_큰 소리|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
아동_환경_사람 많은 곳|아동_환경_큰 소리|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
아동_환경_사람 많은 곳|아동_환경_큰 소리|일정_변수_보호자와분리상황있음,strict,high
아동_환경_사람 많은 곳|아동_환경_큰 소리|일정_변수_일정변경가능성,strict,high
아동_환경_사람 많은 곳|아동_환경_큰 소리|일정_활동_주사또는치료있음,strict,high
아동_환경_사람 많은 곳|아동_환경_큰 소리|일정_환경_사람많음,strict,high
아동_환경_사람 많은 곳|아동_환경_밝은 빛|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
아동_환경_사람 많은 곳|아동_환경_밝은 빛|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
아동_환경_사람 많은 곳|아동_환경_밝은 빛|일정_변수_보호자와분리상황있음,strict,high
아동_환경_사람 많은 곳|아동_환경_밝은 빛|일정_변수_일정변경가능성,strict,high
아동_환경_사람 많은 곳|아동_환경_밝은 빛|일정_활동_주사또는치료있음,strict,high
아동_환경_사람 많은 곳|아동_환경_밝은 빛|일정_환경_사람많음,strict,high
아동_환경_사람 많은 곳|아동_의사소통_불편함을 말로 표현하기 어려워요|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
아동_환경_사람 많은 곳|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_보호자와분리상황있음,strict,high
아동_환경_사람 많은 곳|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_일정변경가능성,strict,high
아동_환경_사람 많은 곳|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_활동_주사또는치료있음,strict,high
아동_환경_사람 많은 곳|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_환경_사람많음,strict,high
아동_환경_사람 많은 곳|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_보호자와분리상황있음,strict,high
아동_환경_사람 많은 곳|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_일정변경가능성,strict,high
아동_환경_사람 많은 곳|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_활동_주사또는치료있음,strict,high
아동_환경_사람 많은 곳|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_환경_사람많음,strict,high
아동_환경_사람 많은 곳|일정_변수_보호자와분리상황있음|일정_변수_일정변경가능성,strict,high
아동_환경_사람 많은 곳|일정_변수_보호자와분리상황있음|일정_활동_주사또는치료있음,strict,high
아동_환경_사람 많은 곳|일정_변수_보호자와분리상황있음|일정_환경_사람많음,strict,high
아동_환경_사람 많은 곳|일정_변수_일정변경가능성|일정_활동_주사또는치료있음,strict,high
아동_환경_사람 많은 곳|일정_변수_일정변경가능성|일정_환경_사람많음,strict,high
아동_환경_사람 많은 곳|일정_활동_주사또는치료있음|일정_환경_사람많음,strict,high
일정_이동_버스이용|아동_환경_큰 소리|아동_환경_밝은 빛,strict,high
일정_이동_버스이용|아동_환경_큰 소리|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
일정_이동_버스이용|아동_환경_큰 소리|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_이동_버스이용|아동_환경_큰 소리|일정_변수_보호자와분리상황있음,strict,high
일정_이동_버스이용|아동_환경_큰 소리|일정_변수_일정변경가능성,strict,high
일정_이동_버스이용|아동_환경_큰 소리|일정_활동_주사또는치료있음,strict,high
일정_이동_버스이용|아동_환경_큰 소리|일정_환경_사람많음,strict,high
일정_이동_버스이용|아동_환경_밝은 빛|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
일정_이동_버스이용|아동_환경_밝은 빛|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_이동_버스이용|아동_환경_밝은 빛|일정_변수_보호자와분리상황있음,strict,high
일정_이동_버스이용|아동_환경_밝은 빛|일정_변수_일정변경가능성,strict,high
일정_이동_버스이용|아동_환경_밝은 빛|일정_활동_주사또는치료있음,strict,high
일정_이동_버스이용|아동_환경_밝은 빛|일정_환경_사람많음,strict,high
일정_이동_버스이용|아동_의사소통_불편함을 말로 표현하기 어려워요|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_이동_버스이용|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_보호자와분리상황있음,strict,high
일정_이동_버스이용|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_일정변경가능성,strict,high
일정_이동_버스이용|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_활동_주사또는치료있음,strict,high
일정_이동_버스이용|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_환경_사람많음,strict,high
일정_이동_버스이용|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_보호자와분리상황있음,strict,high
일정_이동_버스이용|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_일정변경가능성,strict,high
일정_이동_버스이용|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_활동_주사또는치료있음,strict,high
일정_이동_버스이용|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_환경_사람많음,strict,high
일정_이동_버스이용|일정_변수_보호자와분리상황있음|일정_변수_일정변경가능성,strict,high
일정_이동_버스이용|일정_변수_보호자와분리상황있음|일정_활동_주사또는치료있음,strict,high
일정_이동_버스이용|일정_변수_보호자와분리상황있음|일정_환경_사람많음,strict,high
일정_이동_버스이용|일정_변수_일정변경가능성|일정_활동_주사또는치료있음,strict,high
일정_이동_버스이용|일정_변수_일정변경가능성|일정_환경_사람많음,strict,high
일정_이동_버스이용|일정_활동_주사또는치료있음|일정_환경_사람많음,strict,high
일정_활동_진료있음|아동_환경_큰 소리|아동_환경_밝은 빛,strict,high
일정_활동_진료있음|아동_환경_큰 소리|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
일정_활동_진료있음|아동_환경_큰 소리|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_활동_진료있음|아동_환경_큰 소리|일정_변수_보호자와분리상황있음,strict,high
일정_활동_진료있음|아동_환경_큰 소리|일정_변수_일정변경가능성,strict,high
일정_활동_진료있음|아동_환경_큰 소리|일정_활동_주사또는치료있음,strict,high
일정_활동_진료있음|아동_환경_큰 소리|일정_환경_사람많음,strict,high
일정_활동_진료있음|아동_환경_밝은 빛|아동_의사소통_불편함을 말로 표현하기 어려워요,strict,high
일정_활동_진료있음|아동_환경_밝은 빛|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_활동_진료있음|아동_환경_밝은 빛|일정_변수_보호자와분리상황있음,strict,high
일정_활동_진료있음|아동_환경_밝은 빛|일정_변수_일정변경가능성,strict,high
일정_활동_진료있음|아동_환경_밝은 빛|일정_활동_주사또는치료있음,strict,high
일정_활동_진료있음|아동_환경_밝은 빛|일정_환경_사람많음,strict,high
일정_활동_진료있음|아동_의사소통_불편함을 말로 표현하기 어려워요|아동_외출주의_갑자기 뛰어갈 수 있어요,strict,high
일정_활동_진료있음|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_보호자와분리상황있음,strict,high
일정_활동_진료있음|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_변수_일정변경가능성,strict,high
일정_활동_진료있음|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_활동_주사또는치료있음,strict,high
일정_활동_진료있음|아동_의사소통_불편함을 말로 표현하기 어려워요|일정_환경_사람많음,strict,high
일정_활동_진료있음|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_보호자와분리상황있음,strict,high
일정_활동_진료있음|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_변수_일정변경가능성,strict,high
일정_활동_진료있음|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_활동_주사또는치료있음,strict,high
일정_활동_진료있음|아동_외출주의_갑자기 뛰어갈 수 있어요|일정_환경_사람많음,strict,high
일정_활동_진료있음|일정_변수_보호자와분리상황있음|일정_변수_일정변경가능성,strict,high
일정_활동_진료있음|일정_변수_보호자와분리상황있음|일정_활동_주사또는치료있음,strict,high
일정_활동_진료있음|일정_변수_보호자와분리상황있음|일정_환경_사람많음,strict,high
일정_활동_진료있음|일정_변수_일정변경가능성|일정_활동_주사또는치료있음,strict,high
일정_활동_진료있음|일정_변수_일정변경가능성|일정_환경_사람많음,strict,high
일정_활동_진료있음|일정_활동_주사또는치료있음|일정_환경_사람많음,strict,high
